,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
39679,DD201708167493437100616099804,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/8 23:07,B,已出货未退款,已提现
39680,DD2017072821175511BBE0F36FC62,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/8 23:51,B,已出货未退款,已提现
39684,DD201708167493437272063269662,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/10/9 0:10,B,已出货未退款,已提现
39686,DD20170728212037176E5D8EF76F3,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/9 0:21,B,已出货未退款,已提现
39695,DD201708167493437357962353832,E43A6E078A04134,2.0,2.0,85g新麦潮手撕面包（提子味）,2017/10/9 0:46,B,已出货未退款,已提现
39700,DD201708167493437572029158254,E43A6E078A04134,1.5,1.5,2g韩国海牌海苔,2017/10/9 2:26,B,已出货未退款,已提现
39719,DD201708167493438192780117362,E43A6E078A04134,3.0,3.0,12g劲仔小鱼麻辣味,2017/10/9 9:02,B,已出货未退款,已提现
39735,DD2017080818033448D54151AA06E,E43A6E078A04134,5.0,5.0,阿萨姆奶茶,2017/10/9 11:14,B,已出货未退款,已提现
39753,DD201708167493438993969509318,E43A6E078A04134,3.0,3.0,250ml维他奶巧克力味,2017/10/9 12:26,B,已出货未退款,已提现
39760,DD201708167493439555325901163,E43A6E078A04134,3.5,3.5,600ml雪碧,2017/10/9 13:26,B,已出货未退款,已提现
39761,DD201708167493439711143474153,E43A6E078A04134,3.0,3.0,500ml康师傅冰糖雪梨,2017/10/9 13:28,B,已出货未退款,已提现
39773,DD20170816749344011650843894,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/9 14:52,B,已出货未退款,已提现
39778,DD201708167493440256042704845,E43A6E078A04134,3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/10/9 15:07,B,已出货未退款,已提现
39785,DD201708167493440341029758104,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/9 15:32,B,已出货未退款,已提现
39786,DD201708167493440344889325719,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/10/9 15:33,B,已出货未退款,已提现
39787,DD201708167493440383741209472,E43A6E078A04134,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/10/9 15:44,B,已出货未退款,已提现
39789,DD201708167493440444824035396,E43A6E078A04134,4.5,4.5,50g上好佳日式鱼果,2017/10/9 15:49,B,已出货未退款,已提现
39791,DD201708167493440476140319246,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/10/9 16:11,B,已出货未退款,已提现
39792,DD201708167493440486518295872,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/10/9 16:18,B,已出货未退款,已提现
39800,DD201708167493441054230771258,E43A6E078A04134,6.5,6.5,148g富甲一方紫薯仔,2017/10/9 17:31,B,已出货未退款,已提现
39801,DD201708167493202284222973199,E43A6E078A04134,2.0,2.0,145ml旺仔牛奶盒装,2017/10/9 17:32,B,已出货未退款,已提现
39811,DD201708167493441527943137826,E43A6E078A04134,2.5,2.5,250ml王老吉盒装,2017/10/9 17:47,B,已出货未退款,已提现
39823,DD20170816749344177056588393,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/9 17:59,B,已出货未退款,已提现
39829,DD201708167493441963227899392,E43A6E078A04134,3.0,3.0,600ml可口可乐,2017/10/9 18:25,B,已出货未退款,已提现
39831,DD2017080818104781D74BB385BCE,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/10/9 18:45,B,已出货未退款,已提现
39840,DD201708167493442381557496119,E43A6E078A04134,5.0,5.0,480ml小茗同学冷泡青柠红茶,2017/10/9 20:31,B,已出货未退款,已提现
39841,DD201708167493442391988843276,E43A6E078A04134,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/10/9 20:32,B,已出货未退款,已提现
39849,DD201708167493442584584355364,E43A6E078A04134,4.0,4.0,30g无穷农场盐_鸡蛋,2017/10/9 21:12,B,已出货未退款,已提现
39853,DD201708167493442610838289731,E43A6E078A04134,16.5,16.5,205g伊利安慕希原味,2017/10/9 21:40,B,已出货未退款,已提现
39854,DD201708167493442621994029753,E43A6E078A04134,2.0,2.0,双汇玉米热狗肠,2017/10/9 21:43,B,已出货未退款,已提现
39857,DD2017081012103885F3729A579CF,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/10/9 21:48,B,已出货未退款,已提现
39866,DD201708167493443280988731441,E43A6E078A04134,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/10/9 23:31,B,已出货未退款,已提现
39869,DD201708167493443330470375288,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/10 0:55,B,已出货未退款,已提现
39877,DD201708167493443721317152149,E43A6E078A04134,2.0,2.0,145ml旺仔牛奶盒装,2017/10/10 2:00,B,已出货未退款,已提现
39884,DD201708167493443930909343323,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/10 3:06,B,已出货未退款,已提现
39886,DD201708167493443995987340791,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/10 5:04,B,已出货未退款,已提现
39894,DD201708167493444110467197187,E43A6E078A04134,1.5,1.5,2g韩国海牌海苔,2017/10/10 7:20,B,已出货未退款,已提现
39908,DD201708167493444500828197278,E43A6E078A04134,4.5,4.5,500ml加多宝,2017/10/10 8:20,B,已出货未退款,已提现
39909,DD201708167493444504988953342,E43A6E078A04134,8.0,8.0,145ml旺仔牛奶盒装,2017/10/10 8:21,B,已出货未退款,已提现
39923,DD201708167493444786736658783,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/10 10:36,B,已出货未退款,已提现
39930,DD201708167493445245903508489,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/10 12:04,B,已出货未退款,已提现
39950,DD201708167493445591344491423,E43A6E078A04134,3.5,3.5,250ml燕塘甜牛奶,2017/10/10 12:30,B,已出货未退款,已提现
39951,DD201708167493855285113187571,E43A6E078A04134,7.0,7.0,500ml康师傅冰糖雪梨,2017/10/10 12:34,B,已出货未退款,已提现
39953,DD201708167493445614542392746,E43A6E078A04134,4.0,4.0,20g咪咪虾条马来西亚风味,2017/10/10 12:35,B,已出货未退款,已提现
39955,DD201708167493445684044389344,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/10/10 12:40,B,已出货未退款,已提现
39957,DD201708167493445727462571468,E43A6E078A04134,5.0,5.0,150g洽洽原香瓜子,2017/10/10 12:45,B,已出货未退款,已提现
39962,DD201708167493445810625676781,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/10 13:33,B,已出货未退款,已提现
39983,DD201708167493446302642931834,E43A6E078A04134,2.5,2.5,30g元朗小蛋卷,2017/10/10 15:30,B,已出货未退款,已提现
39984,DD201708167493446377234025709,E43A6E078A04134,8.0,8.0,美汁源果粒橙,2017/10/10 15:31,B,已出货未退款,已提现
39985,DD201708167493446391892029279,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/10 15:32,B,已出货未退款,已提现
39986,DD201708167493446394002659371,E43A6E078A04134,3.0,3.0,40g双汇玉米热狗肠,2017/10/10 15:37,B,已出货未退款,已提现
40003,DD2017080818234216AE0CDBC0743,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/10/10 16:52,B,已出货未退款,已提现
40007,DD2017080617510515F70F178CE0C,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/10 17:10,B,已出货未退款,已提现
40017,DD201708167493890985950779144,E43A6E078A04134,12.0,12.0,450ml美汁源果粒橙,2017/10/10 17:20,B,已出货未退款,已提现
40028,DD20170810122223935A77A08D43E,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/10 17:30,B,已出货未退款,已提现
40029,DD20170728213107347E8D758443D,E43A6E078A04134,1.5,1.5,鸭翅,2017/10/10 17:33,B,已出货未退款,已提现
40030,DD201708167493854596645475987,E43A6E078A04134,2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/10/10 17:34,B,已出货未退款,已提现
40052,DD201708167493448665332810189,E43A6E078A04134,4.5,4.5,80g香飘飘椰果奶茶原味,2017/10/10 18:09,B,已出货未退款,已提现
40060,DD2017080611351239CFE21E4FEC8,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/10/10 18:52,B,已出货未退款,已提现
40072,DD2017070810154765787094DEDBB,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/10/10 19:22,B,已出货未退款,已提现
40075,DD20170728213500143FE0D8978B1,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/10 19:29,B,已出货未退款,已提现
40077,DD20170814035848187FE6B25B2B0,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/10/10 19:36,B,已出货未退款,已提现
40085,DD2017080818245967B209BBBB60B,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/10 19:56,B,已出货未退款,已提现
40086,DD2017070810203671A367A787C55,E43A6E078A04134,3.0,3.0,可口可乐330ml,2017/10/10 19:57,B,已出货未退款,已提现
40091,DD201708167493905101204600367,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/10 20:01,B,已出货未退款,已提现
40103,DD201708167493238666609927892,E43A6E078A04134,5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/10/10 20:13,B,已出货未退款,已提现
40105,DD20170810130123913D99F11C2CD,E43A6E078A04134,10.0,10.0,口味王槟榔（绿）,2017/10/10 20:14,B,已出货未退款,已提现
40106,DD201708112020276624D223E720F,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/10/10 20:15,B,已出货未退款,已提现
40111,DD201708167493841348826369341,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/10/10 20:21,B,已出货未退款,已提现
40114,DD20170810131004558CFDE4392F8,E43A6E078A04134,4.0,4.0,营养快线,2017/10/10 20:26,B,已出货未退款,已提现
40115,DD20170812205002631A43E4F9472,E43A6E078A04134,4.0,4.0,王老吉（罐）,2017/10/10 20:28,B,已出货未退款,已提现
40116,DD2017072821385477D803A16790C,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/10/10 20:39,B,已出货未退款,已提现
40120,DD2017081120221327421977E1D21,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/10/10 20:44,B,已出货未退款,已提现
40125,DD201708081840524537FFB2E36AE,E43A6E078A04134,3.5,3.5,果粒橙,2017/10/10 20:48,B,已出货未退款,已提现
40128,DD20170806175742992221C11CE5B,E43A6E078A04134,6.0,6.0,红牛,2017/10/10 20:52,B,已出货未退款,已提现
40130,DD201708167493451481587728887,E43A6E078A04134,15.0,15.0,12g劲仔小鱼麻辣味,2017/10/10 20:58,B,已出货未退款,已提现
40140,DD20170811204532459E84F31B62C,E43A6E078A04134,3.0,3.0,可口可乐最新款,2017/10/10 21:07,B,已出货未退款,已提现
40145,DD2017081120454931A611B731693,E43A6E078A04134,5.0,5.0,营养快线,2017/10/10 21:17,B,已出货未退款,已提现
40148,DD201708167493250274882652989,E43A6E078A04134,3.0,3.0,145ml旺仔牛奶罐装,2017/10/10 21:22,B,已出货未退款,已提现
40149,DD20170701165649893129F6A1049,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/10/10 21:22,B,已出货未退款,已提现
40150,DD201708101310183160CE28D2A68,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/10/10 21:27,B,已出货未退款,已提现
40153,DD20170816749345203625486692,E43A6E078A04134,5.5,5.5,205g伊利安慕希原味,2017/10/10 21:30,B,已出货未退款,已提现
40154,DD201708167493452070258052124,E43A6E078A04134,2.5,2.5,34g公仔迷你杯牛肉味,2017/10/10 21:33,B,已出货未退款,已提现
40159,DD201708167493452533344273073,E43A6E078A04134,4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/10/10 21:46,B,已出货未退款,已提现
40162,DD20170808184213505B564A792DC,E43A6E078A04134,3.5,3.5,果粒橙,2017/10/10 22:00,B,已出货未退款,已提现
40164,DD201708167493452812526620712,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/10/10 22:05,B,已出货未退款,已提现
40170,DD201708167493453340545100984,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/10/10 22:23,B,已出货未退款,已提现
40177,DD201708167493845193810753077,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/10/10 22:34,B,已出货未退款,已提现
40179,DD201708167493453658522447485,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/10 22:35,B,已出货未退款,已提现
40185,DD201708167493453752908032366,E43A6E078A04134,4.5,4.5,600ml脉动青柠,2017/10/10 23:02,B,已出货未退款,已提现
40205,DD201708167493454263597868134,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/10/11 2:09,B,已出货未退款,已提现
40208,DD201708167493454277555133378,E43A6E078A04134,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/10/11 3:33,B,已出货未退款,已提现
40209,DD201708167493454356088058417,E43A6E078A04134,1.5,1.5,12g劲仔小鱼麻辣味,2017/10/11 4:11,B,已出货未退款,已提现
40218,DD201708167493455161387892144,E43A6E078A04134,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/10/11 7:42,B,已出货未退款,已提现
40221,DD201708167493455411736861028,E43A6E078A04134,0.8,0.8,20g咪咪虾条马来西亚风味,2017/10/11 7:46,B,已出货未退款,已提现
40250,DD201708167493456083408983529,E43A6E078A04134,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/10/11 10:17,B,已出货未退款,已提现
40252,DD2017081013262233DAE5FB3BD17,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/10/11 10:20,B,已出货未退款,已提现
40263,DD201708167493456716111069854,E43A6E078A04134,6.0,6.0,160g盼盼手撕面包,2017/10/11 11:35,B,已出货未退款,已提现
40271,DD201708167493456851228305496,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/11 12:04,B,已出货未退款,已提现
40275,DD20170816749345690466778039,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/11 12:08,B,已出货未退款,已提现
40282,DD201708167493457118208821369,E43A6E078A04134,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017/10/11 12:17,B,已出货未退款,已提现
40292,DD20170816749345726255080989,E43A6E078A04134,4.5,4.5,250ml燕塘红枣牛奶,2017/10/11 12:42,B,已出货未退款,已提现
40293,DD2017080617591117299FECC96DA,E43A6E078A04134,3.0,3.0,统一绿茶,2017/10/11 12:50,B,已出货未退款,已提现
40297,DD201708167493457431164124451,E43A6E078A04134,4.5,4.5,78g卫龙亲嘴语辣条,2017/10/11 13:14,B,已出货未退款,已提现
40310,DD2017081221262993D91ECC0D156,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/10/11 13:50,B,已出货未退款,已提现
40311,DD2017072619441916DF35A8ADBF0,E43A6E078A04134,1.0,1.0,小鱼仔,2017/10/11 13:58,B,已出货未退款,已提现
40317,DD201708167493457936353412361,E43A6E078A04134,2.5,2.5,145ml旺仔牛奶盒装,2017/10/11 14:03,B,已出货未退款,已提现
40319,DD201708167493458063808760023,E43A6E078A04134,7.0,7.0,70g乖媳妇野山泡椒凤爪,2017/10/11 14:24,B,已出货未退款,已提现
40320,DD2017072518152053A08EBEBA0BF,E43A6E078A04134,2.5,2.5,维他奶,2017/10/11 14:28,B,已出货未退款,已提现
40336,DD201708167493458328682549012,E43A6E078A04134,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/10/11 15:29,B,已出货未退款,已提现
40344,DD201708167493458708610316226,E43A6E078A04134,2.5,2.5,250ml维他奶巧克力味,2017/10/11 15:59,B,已出货未退款,已提现
40354,DD201708167493459398953733057,E43A6E078A04134,5.0,5.0,48g好丽友薯愿香烤原味,2017/10/11 16:27,B,已出货未退款,已提现
40360,DD20170806180247582A293DBC3F6,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/10/11 17:01,B,已出货未退款,已提现
40388,DD201708167493461415279955531,E43A6E078A04134,3.2,3.2,20g咪咪虾条马来西亚风味,2017/10/11 18:02,B,已出货未退款,已提现
40390,DD201708167493369700451248476,E43A6E078A04134,2.5,2.5,250ml维他原味豆奶,2017/10/11 18:03,B,已出货未退款,已提现
40397,DD201707262014117241EBAD9282F,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/11 18:37,B,已出货未退款,已提现
40403,DD2017080818450620F88121486C1,E43A6E078A04134,3.5,3.5,芬达330ml,2017/10/11 18:54,B,已出货未退款,已提现
40414,DD2017081221330996B27695989BF,E43A6E078A04134,4.0,4.0,王老吉（罐）,2017/10/11 19:39,B,已出货未退款,已提现
40429,DD201708112057446168DB82470C1,E43A6E078A04134,4.5,4.5,营养快线,2017/10/11 19:59,B,已出货未退款,已提现
40432,DD20170726203218564432D4CD04D,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/11 20:01,B,已出货未退款,已提现
40460,DD20170812213925160EAF54FD248,E43A6E078A04134,4.0,4.0,统一冰红茶,2017/10/11 20:41,B,已出货未退款,已提现
40461,DD201708167493855781650186079,E43A6E078A04134,4.5,4.5,250ml燕塘原味酸奶,2017/10/11 20:43,B,已出货未退款,已提现
40464,DD2017072619512843AD4A8B10FE0,E43A6E078A04134,4.0,4.0,营养快线,2017/10/11 20:51,B,已出货未退款,已提现
40467,DD2017072822070930FA531642049,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/11 21:00,B,已出货未退款,已提现
40469,DD2017072620385731D9D0091DC2A,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/11 21:08,B,已出货未退款,已提现
40480,DD20170806181655670249125F831,E43A6E078A04134,3.5,3.5,果粒橙,2017/10/11 21:32,B,已出货未退款,已提现
40481,DD20170806122644344E39A9963C5,E43A6E078A04134,3.5,3.5,王老吉（罐）,2017/10/11 21:34,B,已出货未退款,已提现
40482,DD201708167493834611169633169,E43A6E078A04134,4.8,4.8,2g韩国海牌海苔,2017/10/11 21:43,B,已出货未退款,已提现
40484,DD201707282207407752191978D2F,E43A6E078A04134,4.0,4.0,营养快线,2017/10/11 21:45,B,已出货未退款,已提现
40485,DD2017081221402294E4C3D9707D8,E43A6E078A04134,3.0,3.0,怡宝纯净水,2017/10/11 21:46,B,已出货未退款,已提现
40487,DD20170812214609846FD1191692C,E43A6E078A04134,5.0,5.0,王老吉（500ml）,2017/10/11 21:51,B,已出货未退款,已提现
40490,DD201708167493463845035815694,E43A6E078A04134,3.0,3.0,250ml维他柠檬茶,2017/10/11 22:04,B,已出货未退款,已提现
40491,DD201708167493463906178903116,E43A6E078A04134,6.0,6.0,80g四洲粟一烧烧烤味,2017/10/11 22:13,B,已出货未退款,已提现
40501,DD201708167493464128891395711,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/11 22:55,B,已出货未退款,已提现
40504,DD201708167493464252658790476,E43A6E078A04134,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/11 23:05,B,已出货未退款,已提现
40507,DD201708167493464295434379096,E43A6E078A04134,7.0,7.0,80g马赛克香蕉片,2017/10/11 23:30,B,已出货未退款,已提现
40508,DD201708167493464333495640016,E43A6E078A04134,1.6,1.6,2g韩国海牌海苔,2017/10/11 23:31,B,已出货未退款,已提现
40510,DD20170816749346440016607519,E43A6E078A04134,10.0,10.0,13g雀巢咖啡1+2特浓,2017/10/12 0:09,B,已出货未退款,已提现
40519,DD201708167493464754802451166,E43A6E078A04134,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/10/12 1:28,B,已出货未退款,已提现
40520,DD201708167493464770086841606,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 1:43,B,已出货未退款,已提现
40522,DD201708167493856146105607054,E43A6E078A04134,6.0,6.0,85g新麦潮北海道吐司,2017/10/12 2:02,B,已出货未退款,已提现
40533,DD201708167493465067672727896,E43A6E078A04134,1.5,1.5,劲仔小鱼（卤香味）,2017/10/12 3:06,B,已出货未退款,已提现
40536,DD2017070121594634EEF006DE9E0,E43A6E078A04134,3.5,3.5,东鹏特饮,2017/10/12 4:07,B,已出货未退款,已提现
40541,DD201708167493465323179961872,E43A6E078A04134,16.5,16.5,205g伊利安慕希原味,2017/10/12 4:30,B,已出货未退款,已提现
40544,DD201708167493465515437487748,E43A6E078A04134,3.0,3.0,250ml维他原味豆奶,2017/10/12 4:41,B,已出货未退款,已提现
40561,DD201708167493465801257274922,E43A6E078A04134,8.0,8.0,30g无穷农场盐_鸡蛋,2017/10/12 6:52,B,已出货未退款,已提现
40565,DD201708167493465835369671478,E43A6E078A04134,14.0,14.0,330ml伊利畅意乳酸菌原味,2017/10/12 7:34,B,已出货未退款,已提现
40572,DD201708167493465907073339104,E43A6E078A04134,3.0,3.0,10g卫龙亲嘴烧香辣味,2017/10/12 7:42,B,已出货未退款,已提现
40574,DD201708167493465943090607473,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/12 7:48,B,已出货未退款,已提现
40575,DD201708167493465969914365431,E43A6E078A04134,0.8,0.8,咪咪虾条马来西亚风味,2017/10/12 7:49,B,已出货未退款,已提现
40586,DD201708167493466678225944363,E43A6E078A04134,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/10/12 9:11,B,已出货未退款,已提现
40588,DD20170816749346671426614509,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 9:32,B,已出货未退款,已提现
40590,DD201708167493466879556460576,E43A6E078A04134,3.5,3.5,250ml燕塘原味酸奶,2017/10/12 9:59,B,已出货未退款,已提现
40597,DD201708167493467403313780148,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/12 12:02,B,已出货未退款,已提现
40625,DD201708167493468083286954023,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/12 12:39,B,已出货未退款,已提现
40630,DD201708167493468182920621535,E43A6E078A04134,4.5,4.5,52g旺旺仙贝,2017/10/12 12:57,B,已出货未退款,已提现
40635,DD201708167493468312647364941,E43A6E078A04134,6.0,6.0,86g合味道海鲜风味,2017/10/12 13:08,B,已出货未退款,已提现
40648,DD20170816749346883922292622,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 13:38,B,已出货未退款,已提现
40650,DD201708167493468854079984404,E43A6E078A04134,2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/12 13:40,B,已出货未退款,已提现
40682,DD201708167493875869559097618,E43A6E078A04134,1.5,1.5,45g双汇泡面拍挡,2017/10/12 15:33,B,已出货未退款,已提现
40684,DD201708167493913157628003103,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/10/12 15:34,B,已出货未退款,已提现
40695,DD201708081846571824BC6B9866B,E43A6E078A04134,3.0,3.0,果粒橙,2017/10/12 15:51,B,已出货未退款,已提现
40698,DD201708101455225086EAB591D96,E43A6E078A04134,4.0,4.0,银鹭八宝粥,2017/10/12 16:28,B,已出货未退款,已提现
40717,DD201708167493471461421993998,E43A6E078A04134,5.0,5.0,85g统一老坛酸菜牛肉面,2017/10/12 17:35,B,已出货未退款,已提现
40732,DD201708167493471749862481334,E43A6E078A04134,4.5,4.5,40g乐事美国经典原味,2017/10/12 17:48,B,已出货未退款,已提现
40733,DD201708167493892137460253006,E43A6E078A04134,4.5,4.5,250ml燕塘甜牛奶,2017/10/12 17:49,B,已出货未退款,已提现
40739,DD2017080818483362F506C89835C,E43A6E078A04134,3.0,3.0,芬达330ml,2017/10/12 18:02,B,已出货未退款,已提现
40746,DD201708167493472363898351341,E43A6E078A04134,1.5,1.5,40g双汇玉米热狗肠,2017/10/12 18:20,B,已出货未退款,已提现
40762,DD201708167493875933191908765,E43A6E078A04134,10.0,10.0,30g无穷农场盐_鸡蛋,2017/10/12 19:01,B,已出货未退款,已提现
40771,DD20170806184217992E1D5DE07BE,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/12 19:16,B,已出货未退款,已提现
40776,DD201708167493203154298393456,E43A6E078A04134,1.5,1.5,12g劲仔小鱼麻辣味,2017/10/12 19:27,B,已出货未退款,已提现
40780,DD20170808191006432AB433385CC,E43A6E078A04134,4.5,4.5,脉动,2017/10/12 19:34,B,已出货未退款,已提现
40782,DD201708167493879492234693133,E43A6E078A04134,3.2,3.2,20g咪咪虾条马来西亚风味,2017/10/12 19:35,B,已出货未退款,已提现
40784,DD201708167493303988471025115,E43A6E078A04134,2.5,2.5,250ml维他柠檬茶,2017/10/12 19:37,B,已出货未退款,已提现
40801,DD201708167493388616519824617,E43A6E078A04134,3.0,3.0,健能酸奶,2017/10/12 19:52,B,已出货未退款,已提现
40802,DD20170707035534977ACA6C2A353,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/12 19:52,B,已出货未退款,已提现
40804,DD201708167493457487448797464,E43A6E078A04134,8.0,8.0,乐事薯片（青柠）,2017/10/12 19:58,B,已出货未退款,已提现
40805,DD2017070703560520A954A3AA889,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/10/12 19:58,B,已出货未退款,已提现
40813,DD201708167493857039071241559,E43A6E078A04134,2.0,2.0,145ml旺仔牛奶盒装,2017/10/12 20:06,B,已出货未退款,已提现
40818,DD2017081015055736BD389B0A87D,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/12 20:11,B,已出货未退款,已提现
40827,DD201707290030421374FEF857078,E43A6E078A04134,3.0,3.0,卫龙大面筋,2017/10/12 20:22,B,已出货未退款,已提现
40838,DD2017072900341157E59E9ABC78A,E43A6E078A04134,3.0,3.0,统一冰红茶,2017/10/12 20:34,B,已出货未退款,已提现
40842,DD2017062319465954F70E443D69F,E43A6E078A04134,4.0,4.0,营养快线,2017/10/12 20:40,B,已出货未退款,已提现
40850,DD201708167493892486010102598,E43A6E078A04134,4.5,4.5,加多宝,2017/10/12 20:50,B,已出货未退款,已提现
40852,DD201708112123203119E5FFE1283,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/10/12 20:51,B,已出货未退款,已提现
40870,DD20170623210807647570431F64F,E43A6E078A04134,2.0,2.0,怡宝纯净水,2017/10/12 21:14,B,已出货未退款,已提现
40889,DD2017081117230744F0C96C63104,E43A6E078A04134,4.5,4.5,阿萨姆奶茶,2017/10/12 21:47,B,已出货未退款,已提现
40891,DD201708167493477360697641622,E43A6E078A04134,2.0,2.0,85g新麦潮北海道吐司,2017/10/12 21:49,B,已出货未退款,已提现
40898,DD201708167493231959761039431,E43A6E078A04134,2.0,2.0,145ml旺仔牛奶盒装,2017/10/12 22:03,B,已出货未退款,已提现
40900,DD2017071018092511FA96E974E58,E43A6E078A04134,4.0,4.0,阿萨姆奶茶,2017/10/12 22:05,B,已出货未退款,已提现
40901,DD201708167493206997306237547,E43A6E078A04134,3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/10/12 22:05,B,已出货未退款,已提现
40903,DD201708167493477706183768217,E43A6E078A04134,9.0,9.0,250ml维他奶黑豆奶饮品,2017/10/12 22:09,B,已出货未退款,已提现
40905,DD20170811212904941AE92D03E31,E43A6E078A04134,4.5,4.5,营养快线,2017/10/12 22:14,B,已出货未退款,已提现
40908,DD201708167493478037514090605,E43A6E078A04134,3.5,3.5,250ml燕塘红枣牛奶,2017/10/12 22:17,B,已出货未退款,已提现
40917,DD201708167493478167255813746,E43A6E078A04134,1.8,1.8,600ml雪碧,2017/10/12 22:55,B,已出货未退款,已提现
