,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
29370,DD201708167493252416162737911,E43A6E078A04172,9.0,9.0,80g香飘飘椰果奶茶原味,2017/9/5 11:59,A,已出货未退款,已提现
29376,DD201708167493604574412078723,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/9/5 12:17,A,已出货未退款,已提现
29386,DD201708167493768924569405233,E43A6E078A04172,4.5,4.5,65g卫龙亲嘴豆皮,2017/9/5 14:08,A,已出货未退款,已提现
29389,DD2017071721350850916FD86FB19,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/9/5 14:16,A,已出货未退款,已提现
29421,DD201708167493249244903658665,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/9/5 17:46,A,已出货未退款,已提现
29423,DD201708167493769497295660293,E43A6E078A04172,5.0,5.0,110g顺宝九制话梅,2017/9/5 19:04,A,已出货未退款,已提现
29428,DD2017070915184917FFE32DB555F,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/5 20:23,A,已出货未退款,已提现
29440,DD201708167493857518237327542,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/9/6 1:53,A,已出货未退款,已提现
29456,DD201708167493926668976858154,E43A6E078A04172,4.0,4.0,脉动,2017/9/6 8:19,A,已出货未退款,已提现
29462,DD201707311859038380AD5360909,E43A6E078A04172,6.0,6.0,红牛,2017/9/6 8:25,A,已出货未退款,已提现
29465,DD2017071207403119B5EB85C454A,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/6 8:46,A,已出货未退款,已提现
29496,DD2017060712514245BB2880F0ACB,E43A6E078A04172,3.5,3.5,雪碧最新款,2017/9/6 12:03,A,已出货未退款,已提现
29514,DD201708167493865617399552568,E43A6E078A04172,3.5,3.5,新麦潮手撕面包（提子味）,2017/9/6 13:29,A,已出货未退款,已提现
29517,DD201708167493248008669213904,E43A6E078A04172,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/6 13:44,A,已出货未退款,已提现
29526,DD201707150746291858D1BF0CCDD,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/9/6 14:54,A,已出货未退款,已提现
29527,DD201708167493921399628699858,E43A6E078A04172,1.5,1.5,香豆干,2017/9/6 14:54,A,已出货未退款,已提现
29535,DD2017062700385548B57D33A8480,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/6 15:23,A,已出货未退款,已提现
29540,DD20170625115407971F68C7E49F6,E43A6E078A04172,4.0,4.0,王老吉（罐）,2017/9/6 15:34,A,已出货未退款,已提现
29542,DD201708167493612863649368324,E43A6E078A04172,4.5,4.5,85g统一老坛酸菜牛肉面,2017/9/6 15:37,A,已出货未退款,已提现
29547,DD201708167493501422645354998,E43A6E078A04172,7.5,7.5,红牛,2017/9/6 15:50,A,已出货未退款,已提现
29550,DD201708167493898769589113054,E43A6E078A04172,4.0,4.0,450ml美汁源果粒橙,2017/9/6 15:52,A,已出货未退款,已提现
29563,DD201707311502247454248FFAF9A,E43A6E078A04172,2.5,2.5,雪碧最新款,2017/9/6 16:11,A,已出货未退款,已提现
29564,DD201708167493484721673208444,E43A6E078A04172,9.0,9.0,50g马赛克手撕鱿鱼条,2017/9/6 16:13,A,已出货未退款,已提现
29585,DD201708167493341169510224818,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/9/6 16:34,A,已出货未退款,已提现
29594,DD201708167493463302867115536,E43A6E078A04172,36.0,36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/9/6 16:37,A,已出货未退款,已提现
29602,DD20170606170339183907C050AC4,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/9/6 16:40,A,已出货未退款,已提现
29613,DD201708167493665112754464327,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/9/6 16:51,A,已出货未退款,已提现
29630,DD201708167493608627934321236,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/9/6 17:26,A,已出货未退款,已提现
29639,DD2017081674936140056619631,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/9/6 17:35,A,已出货未退款,已提现
29654,DD2017071815092099453662F5684,E43A6E078A04172,3.0,3.0,熊字饼,2017/9/6 18:25,A,已出货未退款,已提现
29664,DD201708167493122548061134798,E43A6E078A04172,3.0,3.0,12g劲仔小鱼麻辣味,2017/9/6 18:46,A,已出货未退款,已提现
29671,DD201708167493176674635912021,E43A6E078A04172,6.5,6.5,91g徐福记凤梨酥,2017/9/6 18:58,A,已出货未退款,已提现
29688,DD20170819152802881DF66C72288,E43A6E078A04172,2.5,2.5,芬达330ml,2017/9/6 19:31,A,已出货未退款,已提现
29698,DD201708167493230132889354653,E43A6E078A04172,4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/9/6 20:14,A,已出货未退款,已提现
29699,DD201707242205045770D0ACC992B,E43A6E078A04172,3.0,3.0,维他柠檬茶,2017/9/6 20:14,A,已出货未退款,已提现
29704,DD201708167493367938784483299,E43A6E078A04172,11.0,11.0,205g伊利安慕希原味,2017/9/6 20:27,A,已出货未退款,已提现
29705,DD201708167493990683858654194,E43A6E078A04172,4.0,4.0,营养快线,2017/9/6 20:27,A,已出货未退款,已提现
29732,DD201708167493246942537587549,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/9/6 21:15,A,已出货未退款,已提现
29747,DD201708167493604309273067569,E43A6E078A04172,5.5,5.5,205g伊利安慕希原味,2017/9/6 21:39,A,已出货未退款,已提现
29750,DD20170816749399025254350754,E43A6E078A04172,4.0,4.0,脉动,2017/9/6 21:44,A,已出货未退款,已提现
29753,DD201708167493975413076329337,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/6 22:01,A,已出货未退款,已提现
29771,DD2017062915015714F6C8705838B,E43A6E078A04172,6.0,6.0,红牛,2017/9/7 7:27,A,已出货未退款,已提现
29777,DD201708167493462927279174721,E43A6E078A04172,58.0,58.0,贡美忆江南充电宝5000mAh,2017/9/7 8:02,A,已出货未退款,已提现
29790,DD201708167493470377907722007,E43A6E078A04172,12.5,12.5,100g*5瓶益力多,2017/9/7 8:55,A,已出货未退款,已提现
29797,DD201708167493122465888889054,E43A6E078A04172,5.0,5.0,500ml统一阿萨姆奶茶,2017/9/7 9:00,A,已出货未退款,已提现
29800,DD201708167493751964350190964,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/9/7 9:02,A,已出货未退款,已提现
29807,DD201708167493801660379953428,E43A6E078A04172,5.5,5.5,55g奥利奥迷你杯夹心小饼干杯装原味,2017/9/7 9:06,A,已出货未退款,已提现
29817,DD20170630175931528C5B6F931D1,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/7 9:27,A,已出货未退款,已提现
29821,DD2017060712212514FEF90C7ED7A,E43A6E078A04172,4.0,4.0,王老吉（罐）,2017/9/7 9:31,A,已出货未退款,已提现
29834,DD201706272135032346D792B9372,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/7 9:57,A,已出货未退款,已提现
29847,DD201707261829505639C61D29C0C,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/9/7 11:16,A,已出货未退款,已提现
29889,DD20170802162634218EDE4487F19,E43A6E078A04172,3.0,3.0,果粒橙,2017/9/7 14:06,A,已出货未退款,已提现
29910,DD201708167493246589364073424,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/9/7 15:49,A,已出货未退款,已提现
29911,DD201708167493803062149993624,E43A6E078A04172,4.0,4.0,450ml美汁源果粒橙,2017/9/7 15:51,A,已出货未退款,已提现
29916,DD201708167493805328340079816,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/9/7 15:59,A,已出货未退款,已提现
29934,DD201708167493873249352560542,E43A6E078A04172,2.0,2.0,12g劲仔小鱼麻辣味,2017/9/7 16:05,A,已出货未退款,已提现
29935,DD201708167493237186065109759,E43A6E078A04172,4.0,4.0,日式鱼果,2017/9/7 16:05,A,已出货未退款,已提现
29948,DD201708167493339242699083644,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/9/7 16:21,A,已出货未退款,已提现
29952,DD201708167493925405194915985,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/7 16:22,A,已出货未退款,已提现
29957,DD201708167493246521804255557,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/9/7 16:23,A,已出货未退款,已提现
29960,DD201708167493797366509156673,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/9/7 16:27,A,已出货未退款,已提现
29967,DD2017061012061815A7EC7CEEAC7,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/9/7 16:31,A,已出货未退款,已提现
29971,DD201708167493246421935742722,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/9/7 16:38,A,已出货未退款,已提现
29981,DD2017062122182890E01B9EB40FB,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/7 17:10,A,已出货未退款,已提现
29989,DD20170728173719443856363E0CF,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/7 17:46,A,已出货未退款,已提现
29991,DD2017082917454031FD25E0506C3,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/7 17:47,A,已出货未退款,已提现
30004,DD2017071618355652CC8FDE1ECA2,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/7 18:35,A,已出货未退款,已提现
30020,DD201708167493856779226252748,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/9/7 20:37,A,已出货未退款,已提现
30028,DD201708167493975321008631159,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/7 21:04,A,已出货未退款,已提现
30049,DD201708167493974911748190913,E43A6E078A04172,2.5,2.5,维他奶,2017/9/7 23:10,A,已出货未退款,已提现
30062,DD201708167493919020953228535,E43A6E078A04172,4.0,4.0,68g好丽友巧克力派2枚,2017/9/8 8:25,A,已出货未退款,已提现
30064,DD201708167493625864316432451,E43A6E078A04172,5.5,5.5,150g洽洽原香瓜子,2017/9/8 8:27,A,已出货未退款,已提现
30074,DD2017081674930331658761960322,E43A6E078A04172,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/8 8:49,A,已出货未退款,已提现
30092,DD201708167493172115515245631,E43A6E078A04172,1.6,1.6,20g咪咪虾条马来西亚风味,2017/9/8 9:17,A,已出货未退款,已提现
30096,DD201707161227282347C7B07B975,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/9/8 9:19,A,已出货未退款,已提现
30101,DD201708167493496365715419208,E43A6E078A04172,7.5,7.5,268ml雀巢咖啡丝滑拿铁,2017/9/8 9:34,A,已出货未退款,已提现
30104,DD201708167493119723150094135,E43A6E078A04172,12.5,12.5,30g无穷农场盐_鸡蛋,2017/9/8 9:52,A,已出货未退款,已提现
30126,DD20170803234236573887223EE7F,E43A6E078A04172,4.0,4.0,营养快线,2017/9/8 11:10,A,已出货未退款,已提现
30133,DD20170816749339098660394908,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/9/8 12:07,A,已出货未退款,已提现
30134,DD201708167493137245954065383,E43A6E078A04172,7.0,7.0,250ml燕塘原味酸奶,2017/9/8 12:07,A,已出货未退款,已提现
30152,DD20170816749396229552442527,E43A6E078A04172,3.0,3.0,伊利优酸乳,2017/9/8 12:26,A,已出货未退款,已提现
30174,DD20170816749311964559967161,E43A6E078A04172,5.4,5.4,32g卫龙亲嘴烧,2017/9/8 13:05,A,已出货未退款,已提现
30190,DD2017070217374447D43B1C638A8,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/9/8 14:18,A,已出货未退款,已提现
30203,DD201708167493396406033126642,E43A6E078A04172,3.5,3.5,250ML东鹏特饮,2017/9/8 15:08,A,已出货未退款,已提现
30216,DD201708167493588918107455974,E43A6E078A04172,12.5,12.5,250ml维他原味豆奶,2017/9/8 15:54,A,已出货未退款,已提现
30228,DD201708167493687467027487042,E43A6E078A04172,9.0,9.0,250ml燕塘原味酸奶,2017/9/8 16:10,A,已出货未退款,已提现
30230,DD201708167493240602896067672,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/8 16:11,A,已出货未退款,已提现
30274,DD201708167493240579389960254,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/9/8 17:22,A,已出货未退款,已提现
30298,DD201708167493240304447139545,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/9/8 19:01,A,已出货未退款,已提现
30316,DD20170702122439140B0FC872F43,E43A6E078A04172,3.0,3.0,熊字饼,2017/9/8 19:38,A,已出货未退款,已提现
30317,DD201708167493974738498545009,E43A6E078A04172,3.0,3.0,维他柠檬茶,2017/9/8 19:39,A,已出货未退款,已提现
30319,DD201708167493989902497449495,E43A6E078A04172,4.0,4.0,脉动,2017/9/8 19:45,A,已出货未退款,已提现
30321,DD201708167493239573158446174,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/8 19:46,A,已出货未退款,已提现
30324,DD201708167493722011993812537,E43A6E078A04172,3.0,3.0,卫龙亲嘴烧红烧牛肉味,2017/9/8 19:59,A,已出货未退款,已提现
30344,DD20170816749311868505194046,E43A6E078A04172,4.5,4.5,68g好丽友巧克力派2枚,2017/9/8 20:57,A,已出货未退款,已提现
30356,DD2017063000254916E2D61A7DC8C,E43A6E078A04172,10.0,10.0,口味王槟榔（红）,2017/9/8 21:10,A,已出货未退款,已提现
30360,DD20170721191248950393C767DFD,E43A6E078A04172,10.0,10.0,口味王槟榔（绿）,2017/9/8 21:38,A,已出货未退款,已提现
30368,DD201708167493974303876304676,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/9/8 22:03,A,已出货未退款,已提现
30384,DD201708167493524755926885591,E43A6E078A04172,6.5,6.5,91g徐福记凤梨酥,2017/9/9 8:19,A,已出货未退款,已提现
30397,DD20170816749364166485027909,E43A6E078A04172,4.5,4.5,500ml加多宝,2017/9/9 8:49,A,已出货未退款,已提现
30406,DD2017070217105117E27E3F49816,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/9 9:20,A,已出货未退款,已提现
30408,DD201708167493117877552990719,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/9 9:28,A,已出货未退款,已提现
30416,DD201708167493117690249043824,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/9 9:49,A,已出货未退款,已提现
30447,DD201708167493117688862016342,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/9/9 12:10,A,已出货未退款,已提现
30448,DD201707171958392110A05B4CF7C,E43A6E078A04172,3.0,3.0,可口可乐最新款,2017/9/9 12:16,A,已出货未退款,已提现
30464,DD2017061722443412796748DF095,E43A6E078A04172,4.0,4.0,王老吉（罐）,2017/9/9 12:54,A,已出货未退款,已提现
30466,DD201708167493818222808834408,E43A6E078A04172,3.5,3.5,维他原味豆奶,2017/9/9 12:58,A,已出货未退款,已提现
30484,DD201706301026506670EFE6CB47E,E43A6E078A04172,3.0,3.0,维他奶,2017/9/9 15:03,A,已出货未退款,已提现
30503,DD201708167493652937175983898,E43A6E078A04172,4.5,4.5,250ML东鹏特饮,2017/9/9 15:42,A,已出货未退款,已提现
30513,DD201708167493829839310769631,E43A6E078A04172,2.5,2.5,250ml统一麦香奶茶,2017/9/9 16:05,A,已出货未退款,已提现
30527,DD201707040743296036730F8CB8B,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/9/9 16:32,A,已出货未退款,已提现
30553,DD201708141748196779C6CE343A9,E43A6E078A04172,2.5,2.5,芬达330ml,2017/9/9 17:13,A,已出货未退款,已提现
30554,DD201708167493233301710063819,E43A6E078A04172,4.5,4.5,68g好丽友巧克力派2枚,2017/9/9 17:18,A,已出货未退款,已提现
30556,DD201708167493974183963705503,E43A6E078A04172,3.0,3.0,卫龙大面筋,2017/9/9 17:28,A,已出货未退款,已提现
30558,DD201708167493670648297142979,E43A6E078A04172,1.8,1.8,600ml雪碧,2017/9/9 17:30,A,已出货未退款,已提现
30578,DD201708167493117156648428729,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/9 18:16,A,已出货未退款,已提现
30594,DD201708012025008629AE0AB904D,E43A6E078A04172,3.0,3.0,果粒橙,2017/9/9 18:41,A,已出货未退款,已提现
30601,DD20170728150833569D027BAACF5,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/9/9 19:03,A,已出货未退款,已提现
30604,DD201706121749075307D6629259F,E43A6E078A04172,2.5,2.5,芬达330ml,2017/9/9 19:16,A,已出货未退款,已提现
30605,DD2017071416254740680C8BC6F0C,E43A6E078A04172,10.0,10.0,口味王槟榔（绿）,2017/9/9 19:25,A,已出货未退款,已提现
30617,DD201708167493693450472345559,E43A6E078A04172,4.0,4.0,脉动,2017/9/9 20:29,A,已出货未退款,已提现
30644,DD2017062914094667A4E13CCC93C,E43A6E078A04172,4.0,4.0,营养快线,2017/9/9 22:51,A,已出货未退款,已提现
30645,DD201708167493170705343609066,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/9/10 0:15,A,已出货未退款,已提现
30653,DD201708167493116900632725554,E43A6E078A04172,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/9/10 7:54,A,已出货未退款,已提现
30675,DD201708167493781474778399755,E43A6E078A04172,1.8,1.8,600ml雪碧,2017/9/10 9:16,A,已出货未退款,已提现
30676,DD201708167493142606572120404,E43A6E078A04172,5.0,5.0,85g统一老坛酸菜牛肉面,2017/9/10 9:16,A,已出货未退款,已提现
30683,DD201708167493319859226442787,E43A6E078A04172,5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 9:28,A,已出货未退款,已提现
30686,DD201708167493642834290485228,E43A6E078A04172,4.0,4.0,上好佳田园薯片,2017/9/10 10:20,A,已出货未退款,已提现
30690,DD201708167493116779543178506,E43A6E078A04172,1.6,1.6,2g韩国海牌海苔,2017/9/10 10:36,A,已出货未退款,已提现
30697,DD2017070618125613CFD1D9C7659,E43A6E078A04172,3.0,3.0,维他柠檬茶,2017/9/10 11:51,A,已出货未退款,已提现
30703,DD201708167493553049982015336,E43A6E078A04172,5.6,5.6,旺仔牛奶,2017/9/10 12:11,A,已出货未退款,已提现
30709,DD2017031914383211618E8562AAA,E43A6E078A04172,2.0,2.0,伊利优酸乳,2017/9/10 12:22,A,已出货未退款,已提现
30727,DD2017081674935451141583446,E43A6E078A04172,6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 12:36,A,已出货未退款,已提现
30738,DD201708167493224483469321708,E43A6E078A04172,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/10 13:00,A,已出货未退款,已提现
30745,DD201708167493661417754822927,E43A6E078A04172,4.0,4.0,55g奥利奥原味芝士饼干,2017/9/10 13:52,A,已出货未退款,已提现
30776,DD2017081674930398510482139916,E43A6E078A04172,0.0,0.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/10 14:52,A,已出货未退款,已提现
30779,DD2017072818572766E992905FDF9,E43A6E078A04172,4.0,4.0,脉动,2017/9/10 15:26,A,已出货未退款,已提现
30789,DD2017031519283246146D336FF8F,E43A6E078A04172,4.0,4.0,营养快线,2017/9/10 15:59,A,已出货未退款,已提现
30800,DD20170806205416562046B8ED3FC,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/10 16:10,A,已出货未退款,已提现
30835,DD201708167493585712383949698,E43A6E078A04172,5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 17:44,A,已出货未退款,已提现
30854,DD2017072000181687BD384CF939B,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/9/10 19:04,A,已出货未退款,已提现
30872,DD2017080201382620226CC25A52E,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/10 20:01,A,已出货未退款,已提现
30876,DD201708167493574803408388416,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/9/10 20:39,A,已出货未退款,已提现
30879,DD201708167493770907942787462,E43A6E078A04172,4.5,4.5,80g香飘飘椰果奶茶原味,2017/9/10 20:59,A,已出货未退款,已提现
30880,DD201708167493135247881424028,E43A6E078A04172,10.5,10.5,可乐可乐,2017/9/10 20:59,A,已出货未退款,已提现
30895,DD201708167493707321647539726,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/9/10 21:31,A,已出货未退款,已提现
30897,DD201708167493217347009327652,E43A6E078A04172,9.0,9.0,40g乐事薯片墨西哥鸡汁番茄味,2017/9/10 21:33,A,已出货未退款,已提现
30912,DD201708167493445681148265957,E43A6E078A04172,9.0,9.0,250ml燕塘红枣牛奶,2017/9/10 22:21,A,已出货未退款,已提现
30917,DD201708167493176233673365461,E43A6E078A04172,3.5,3.5,250ml维他原味豆奶,2017/9/10 22:23,A,已出货未退款,已提现
30918,DD201708167493973723716885807,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/10 22:23,A,已出货未退款,已提现
30923,DD2017062722033264175979F3045,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/10 22:26,A,已出货未退款,已提现
30935,DD201708167493973635233508301,E43A6E078A04172,1.2,1.2,手撕素肉排,2017/9/10 22:36,A,已出货未退款,已提现
30961,DD2017071708413249923BB1FDE84,E43A6E078A04172,3.0,3.0,可口可乐（500ml）,2017/9/10 23:46,A,已出货未退款,已提现
30981,DD201708167493115069892381062,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/9/11 3:01,A,已出货未退款,已提现
30986,DD2017080121565047058064317BC,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/11 3:05,A,已出货未退款,已提现
30987,DD201708167493989402107158961,E43A6E078A04172,2.0,2.0,伊利优酸乳,2017/9/11 3:08,A,已出货未退款,已提现
30991,DD201708167493114985657243078,E43A6E078A04172,2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/11 3:12,A,已出货未退款,已提现
30998,DD201708167493989304901823189,E43A6E078A04172,3.0,3.0,可口可乐（500ml）,2017/9/11 3:18,A,已出货未退款,已提现
31004,DD201708167493166984892813358,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/11 3:30,A,已出货未退款,已提现
31010,DD201708167493973165514936461,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/11 3:39,A,已出货未退款,已提现
31019,DD201708167493690688971666078,E43A6E078A04172,12.5,12.5,100g*5瓶益力多,2017/9/11 3:43,A,已出货未退款,已提现
31023,DD201708167493973092382653153,E43A6E078A04172,4.0,4.0,脉动,2017/9/11 3:47,A,已出货未退款,已提现
31037,DD201708167493720320053548154,E43A6E078A04172,6.5,6.5,430g泰奇八宝粥,2017/9/11 3:53,A,已出货未退款,已提现
31040,DD201708167493363040645491163,E43A6E078A04172,4.0,4.0,450ml美汁源果粒橙,2017/9/11 3:54,A,已出货未退款,已提现
31041,DD201708167493973009503263825,E43A6E078A04172,4.0,4.0,银鹭八宝粥,2017/9/11 3:54,A,已出货未退款,已提现
31062,DD201708167493608204038824711,E43A6E078A04172,2.5,2.5,250ml王老吉盒装,2017/9/11 7:02,A,已出货未退款,已提现
31084,DD201708167493166921544576205,E43A6E078A04172,4.0,4.0,150g健能酸奶原味,2017/9/11 9:09,A,已出货未退款,已提现
31093,DD201708167493114598666183503,E43A6E078A04172,3.6,3.6,32g卫龙亲嘴烧,2017/9/11 10:04,A,已出货未退款,已提现
31094,DD2017071420010231B4D580B22C5,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/9/11 10:11,A,已出货未退款,已提现
31102,DD201707061221172809EF2F80F10,E43A6E078A04172,3.0,3.0,冰糖雪梨,2017/9/11 10:49,A,已出货未退款,已提现
31103,DD2017061723114171622F3F78B5E,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/9/11 11:04,A,已出货未退款,已提现
31111,DD20170816749321086088869235,E43A6E078A04172,4.5,4.5,500ml加多宝,2017/9/11 11:28,A,已出货未退款,已提现
31126,DD20170720173421842C21F1570DA,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/9/11 12:24,A,已出货未退款,已提现
31129,DD201708167493197075700890828,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/9/11 12:33,A,已出货未退款,已提现
31130,DD20170626121600295033075F68C,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/11 12:33,A,已出货未退款,已提现
31138,DD20170718161305189B911620CF9,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/9/11 13:05,A,已出货未退款,已提现
31143,DD2017081674930384743285141498,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/11 13:28,A,已出货未退款,已提现
31146,DD201708167493606291466477055,E43A6E078A04172,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017/9/11 13:42,A,已出货未退款,已提现
31155,DD2017070512090615526FD1835AD,E43A6E078A04172,3.0,3.0,可口可乐（500ml）,2017/9/11 13:51,A,已出货未退款,已提现
31162,DD201707192100012397B3C3D940E,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/11 14:13,A,已出货未退款,已提现
31168,DD201708167493551164842251013,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/9/11 14:39,A,已出货未退款,已提现
31186,DD2017072017321754A31C8DF4E22,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/9/11 15:49,A,已出货未退款,已提现
31196,DD2017030912133183F388A436554,E43A6E078A04172,2.5,2.5,伊利优酸乳,2017/9/11 16:11,A,已出货未退款,已提现
31213,DD2017030907240620130E43C12D2,E43A6E078A04172,6.0,6.0,红牛,2017/9/11 16:39,A,已出货未退款,已提现
31231,DD20170821173338962E84AA7398F,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/11 17:34,A,已出货未退款,已提现
31233,DD20170816749393620781010124,E43A6E078A04172,4.0,4.0,脉动,2017/9/11 17:36,A,已出货未退款,已提现
31239,DD201708167493629793086509409,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/9/11 17:48,A,已出货未退款,已提现
31263,DD201708167493166827620391093,E43A6E078A04172,4.5,4.5,40g呀土豆番茄酱味,2017/9/11 19:02,A,已出货未退款,已提现
31282,DD201708131647374821ED1399003,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/9/11 21:10,A,已出货未退款,已提现
31283,DD20170711165702780C760E61C43,E43A6E078A04172,4.0,4.0,营养快线,2017/9/11 21:15,A,已出货未退款,已提现
31284,DD201708167493885138866535365,E43A6E078A04172,5.0,5.0,500ml统一阿萨姆奶茶,2017/9/11 21:17,A,已出货未退款,已提现
31293,DD2017061011392380A8D9C6CE561,E43A6E078A04172,2.5,2.5,可口可乐最新款,2017/9/11 21:25,A,已出货未退款,已提现
31297,DD201708167493210413428795231,E43A6E078A04172,4.5,4.5,燕塘原味酸奶,2017/9/11 21:53,A,已出货未退款,已提现
31312,DD201708167493614817629730286,E43A6E078A04172,6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/11 22:31,A,已出货未退款,已提现
31317,DD201708167493772965916793566,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/9/11 23:13,A,已出货未退款,已提现
31319,DD201708167493361702649960578,E43A6E078A04172,3.0,3.0,劲仔小鱼（卤香味）,2017/9/11 23:20,A,已出货未退款,已提现
31320,DD201708167493989039037968193,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/9/11 23:20,A,已出货未退款,已提现
31351,DD201708167493111920512352176,E43A6E078A04172,7.5,7.5,12g劲仔小鱼麻辣味,2017/9/12 1:30,A,已出货未退款,已提现
